SpeciesAccepted,Kingdom.x,Phylum.x,Class,Order,Family,Genus,YearofDiscovery,YearGBIF,YearSACs,AntarcticRecordSource,expertAssignedBiogeography,autoGBIFBiogeogrClassAssign,expertAssignLifeform,Raunkieran,Hutchinsonian,Darwinean,Wallacean,Eltonian
Thamnolecania mawsonii,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thamnolecania,1948,,1948,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Thamnolecania racovitzae,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thamnolecania,2014,1944,2014,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Thelebolus ellipsoideus,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,2005,,2005,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Endemic,Non-lichenized,0,0,1,0,0
Thelebolus globosus,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,2005,2016,2016,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,0,0
Thelenella mawsonii,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Thelenellaceae,Thelenella,1991,,1991,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,0,0
Thelidiopsis siplei,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidiopsis,1968,,1968,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,0,0
Thelidium austroatlanticum,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidium,1993,1992,1992,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Thelidium parvum,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Thelidium,1938,,1938,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,0,0
Thermothelomyces heterothallicus,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,2015,,2015,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,1,0,0
Tichothecium gemmiferum,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Tichothecium,1853,,1853,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,0,0,0
Tolypocladium album,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,2014,,2014,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Tolypocladium nubicola,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,1983,,1983,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,1,0,0
Tolypocladium ovalisporum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,2014,,2014,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Endemic,Non-lichenized,0,0,1,0,0
Trachelocorythion pulchellum,SAR/Protist,Cercozoa,incerta,incerta,Sphenoderiidae,Trachelocorythion,1890,,1890,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainAntartic,Unclassified,0,0,1,0,0
Trapegintarasia antarctica,Fungi,Ascomycota,Lecanoromycetes,incerta,incerta,Trapegintarasia,2022,,2022,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Symbiont,0,0,0,0,0
Tribonema monochlorum,SAR/Protist,Xanthophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,1925,2000,1925,Broady P.A. Diversity distribution and dispersal of Antarctic terrestrial algae. Biodivers Conserv 5 1307–1335 (1996).,Antarctic Endemic,Endemic,Unclassified,0,0,0,1,0
Tribonema utriculosum,SAR/Protist,Xanthophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,1902,1993,1993,Broady P.A. Diversity distribution and dispersal of Antarctic terrestrial algae. Biodivers Conserv 5 1307–1335 (1996).,Antarctic Endemic,Cosmopolitan,Unclassified,0,0,1,1,0
Trichocladium antarcticum,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,2018,2016,2018,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Endemic,Non-lichenized,0,0,1,0,0
Trichoderma glaucum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,1794,,1794,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Trichoderma pseudokoningii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,1969,,1969,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,0,0
Trichomonascus ciferrii,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Trichomonascus,2007,,2007,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Trichosporon byrdii,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,1969,,1969,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,0
Trichosporon ovoides,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,1890,,1890,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Trinema complanatum,SAR/Protist,Cercozoa,Imbricatae,Euglyphida,Trinematidae,Trinema,1890,,1890,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainAntartic,Unclassified,0,0,0,0,0
Trinema contraria,SAR/Protist,Cercozoa,Imbricatae,Euglyphida,Trinematidae,Trinema,1961,,1961,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainGlobally,Unclassified,0,0,0,0,0
Trinema enchelys,SAR/Protist,Cercozoa,Imbricatae,Euglyphida,Trinematidae,Trinema,1838,1970,1970,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Trinema lineare,SAR/Protist,Cercozoa,Imbricatae,Euglyphida,Trinematidae,Trinema,1890,1970,1970,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Trochilia minuta,SAR/Protist,Ciliophora,Cyrtophoria,Cyrtophorida,Trochiliidae,Trochilia,1899,,1899,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainAntartic,Unclassified,0,0,0,0,0
Trochiscia aspera,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Oocystaceae,Trochiscia,1888,,1888,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,0,0,0
Trochiscia crassa,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Oocystaceae,Trochiscia,1890,,1890,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,0,0,0
Trochiscia reticularis,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Oocystaceae,Trochiscia,1888,,1888,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,0,0,0
Trochiscia rubra,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Oocystaceae,Trochiscia,1968,,1968,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,0,0,0
Trochiscia tuberculifera,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Oocystaceae,Trochiscia,1911,,1911,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,0,0,0
Trouessartia chionidis,Animalia,Arthropoda,Arachnida,Acarina,Trouessartiidae,Trouessartia,1914,,1914,Phillips L. M. Leihy R. I. & Chown S. L. (2022). Improving species-based area protection in Antarctica. Conservation Biology 36 e13971,Unclassified,UncertainGlobally,Unclassified,0,0,0,0,0
Tullbergia mediantarctica,Animalia,Arthropoda,Collembola,Poduromorpha,Onychiuridae,Tullbergia,2001,2018,2001,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,1,1,0
Tullbergia mixta,Animalia,Arthropoda,Collembola,Poduromorpha,Onychiuridae,Tullbergia,1906,1966,1906,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,1,1,0
Turberostoma leechi,Animalia,Arthropoda,Arachnida,Acarina,Rhagididiiae,Turberostoma,1980,,1980,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Free-living,0,0,0,0,0
Tydeus erebus,Animalia,Arthropoda,Arachnida,Acarina,Tydeidae,Tydeus,1967,,1967,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,0,0,0
Tydeus setsukoae,Animalia,Arthropoda,Arachnida,Acarina,Tydeidae,Tydeus,1967,,1967,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,0,1,0
Tydeus wadei,Animalia,Arthropoda,Arachnida,Acarina,Tydeidae,Tydeus,1967,,1967,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,0,1,0
Tydeus wilkesi,Animalia,Arthropoda,Arachnida,Acarina,Tydeidae,Tydeus,1965,,1965,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Free-living,0,0,0,0,0
Tylenchorhynchus maximus,Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Tylenchorhynchus,1955,2002,2002,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Free-living,0,0,0,1,0
Ulothrix aequalis,Plantae,Chlorophyta,Chlorophyceae,Ulotrichales,Ulothrichaceae,Ulothrix,1845,1948,1948,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,0,0,0
Ulothrix implexa,Plantae,Chlorophyta,Chlorophyceae,Ulotrichales,Ulothrichaceae,Ulothrix,1849,1964,1964,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,0,1,0
Umbilicaria africana,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1986,2002,2002,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Umbilicaria antarctica,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1939,1966,1966,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Umbilicaria cristata,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1938,1966,1966,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Umbilicaria kappeni,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1998,,1998,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Endemic,Symbiont,0,0,1,1,0
Umbilicaria muehlenbergii,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1810,,1810,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Umbilicaria propagulifera,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1903,1940,1940,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Umbilicaria saviczii,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1966,,1966,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Symbiont,0,0,0,0,0
Umbilicaria subaprina,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1936,1996,1996,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Umbilicaria thamnodes,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1900,1999,1999,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Umbilicaria umbilicarioides,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,1888,1996,1996,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Uroleptus antarctica,SAR/Protist,Ciliophora,Hypotrichea,Urostylida,Rigidothrichidae,Uroleptus,2018,,2018,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainGlobally,Unclassified,0,0,1,0,0
Urosomoida antarctica,SAR/Protist,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Urosomoida,1996,,1996,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainGlobally,Unclassified,0,0,0,0,0
Urosomoida granulifera,SAR/Protist,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Urosomoida,1997,,1997,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainGlobally,Unclassified,0,0,0,0,0
Urotricha agilis,SAR/Protist,Ciliophora,Prostomatea,Prostomatida,Urotrichidae,Urotricha,1886,1971,1971,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,Cosmopolitan,Unclassified,0,0,0,1,0
Usnea acromelana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliceae,Usnea,1898,1974,1974,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Usnea contexta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliceae,Usnea,1937,1972,1972,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Usnea granulifera,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliceae,Usnea,1903,,1903,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Endemic,Symbiont,0,0,0,0,0
Usnea iginaria,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliceae,Usnea,1900,,1900,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,Cosmopolitan,Symbiont,0,0,0,0,0
